srcLabelIx,srcLabelName,dstLabelId
10136,Spinus crassirostris,15866
10137,Spinus dominicensis,15867
10138,Spinus lawrencei,15868
10139,Spinus magellanicus,15869
10140,Spinus notatus,15870
10141,Spinus olivaceus,15871
10142,Spinus psaltria,15872
10143,Spinus siemiradzkii,15873
10144,Spinus spinescens,15874
10145,Spinus thibetanus,15875
10146,Spinus tristis,15876
10147,Spinus uropygialis,15877
10148,Spinus xanthogastrus,15878
10149,Spinus yarrellii,15879
10150,Spiza americana,15880
10151,Spizaetus isidori,15881
10152,Spizaetus melanoleucus,15882
10153,Spizaetus ornatus,15883
10154,Spizaetus tyrannus,15884
10155,Spizella atrogularis,15885
10156,Spizella breweri,15886
10157,Spizella pallida,15887
10158,Spizella passerina,15888
10159,Spizella pusilla,15889
10160,Spizella wortheni,15890
10161,Spizelloides arborea,15891
10162,Spiziapteryx circumcincta,15892
10163,Spizixos canifrons,15893
10164,Spizixos semitorques,15894
10165,Spizocorys conirostris,15895
10166,Spizocorys starki,15899
10167,Spodiopsar cineraceus,15900
10168,Spodiopsar sericeus,15901
10169,Sporathraupis cyanocephala,15903
10170,Sporophila albogularis,15905
10171,Sporophila americana,15906
10172,Sporophila murallae,15907
10173,Sporophila angolensis,15908
10174,Sporophila ardesiaca,15909
10175,Sporophila atrirostris,15910
10176,Sporophila beltoni,15911
10177,Sporophila bouvreuil,15912
10178,Sporophila bouvronides,15913
10179,Sporophila caerulescens,15914
10180,Sporophila castaneiventris,15915
10181,Sporophila cinnamomea,15916
10182,Sporophila collaris,15917
10183,Sporophila corvina,15918
10184,Sporophila crassirostris,15919
10185,Sporophila iberaensis,15920
10186,Sporophila falcirostris,15922
10187,Sporophila fringilloides,15923
10188,Sporophila frontalis,15924
10189,Sporophila funerea,15925
10190,Sporophila hypochroma,15926
10191,Sporophila hypoxantha,15927
10192,Sporophila intermedia,15928
10193,Sporophila leucoptera,15929
10194,Sporophila lineola,15930
10195,Sporophila luctuosa,15931
10196,Sporophila maximiliani,15932
10197,Sporophila melanogaster,15933
10198,Sporophila minuta,15934
10199,Sporophila morelleti,15935
10200,Sporophila nigricollis,15936
10201,Sporophila nigrorufa,15937
10202,Sporophila nuttingi,15938
10203,Sporophila palustris,15939
10204,Sporophila peruviana,15940
10205,Sporophila pileata,15941
10206,Sporophila plumbea,15942
10207,Sporophila ruficollis,15943
10208,Sporophila schistacea,15944
10209,Sporophila simplex,15945
10210,Sporophila telasco,15946
10211,Sporophila torqueola,15947
10212,Sporopipes frontalis,15948
10213,Sporopipes squamifrons,15949
10214,Stachyris grammiceps,15951
10215,Stachyris herberti,15952
10216,Stachyris leucotis,15953
10217,Stachyris maculata,15954
10218,Stachyris nigriceps,15955
10219,Stachyris nigricollis,15956
10220,Stachyris nonggangensis,15957
10221,Stachyris oglei,15958
10222,Stachyris poliocephala,15959
10223,Stachyris strialata,15960
10224,Stachyris thoracica,15961
10225,Stactolaema anchietae,15962
10226,Stactolaema leucotis,15963
10227,Stactolaema whytii,15964
10228,Stagonopleura bella,15966
10229,Stagonopleura guttata,15967
10230,Stagonopleura oculata,15968
10231,Staphida castaniceps,15969
10232,Staphida everetti,15970
10233,Staphida torqueola,15971
10234,Starnoenas cyanocephala,15972
10235,Stauroderus scalaris,15974
10236,Steatornis caripensis,15977
10237,Stelgidillas gracilirostris,15980
10238,Stelgidopteryx ruficollis,15981
10239,Stelgidopteryx serripennis,15982
10240,Stenella attenuata,15984
10241,Stenella coeruleoalba,15985
10242,Stenella frontalis,15986
10243,Stenella longirostris,15987
10244,Stenella,15988
10245,Steno bredanensis,15989
10246,Stenobothrus lineatus,16000
10247,Stenobothrus nigromaculatus,16001
10248,Stenobothrus rubicundulus,16002
10249,Stenobothrus stigmaticus,16004
10250,Stenostira scita,16006
10251,Stephanoaetus coronatus,16009
10252,Stephanophorus diadematus,16011
10253,Stephanoxis lalandi,16012
10254,Stephanoxis loddigesii,16013
10255,Stercorarius antarcticus,16014
10256,Stercorarius chilensis,16015
10257,Stercorarius longicaudus,16016
10258,Stercorarius maccormicki,16017
10259,Stercorarius parasiticus,16018
10260,Stercorarius pomarinus,16019
10261,Stercorarius skua,16020
10262,Sterna acuticauda,16022
10263,Sterna aurantia,16023
10264,Sterna dougallii,16024
10265,Sterna forsteri,16025
10266,Sterna hirundinacea,16026
10267,Sterna hirundo,16027
10268,Sterna paradisaea,16028
10269,Sterna repressa,16029
10270,Sterna striata,16030
10271,Sterna sumatrana,16031
10272,Sterna trudeaui,16032
10273,Sterna vittata,16034
10274,Sternoclyta cyanopectus,16035
10275,Sternula albifrons,16037
10276,Sternula antillarum,16038
10277,Sternula balaenarum,16039
10278,Sternula lorata,16040
10279,Sternula nereis,16041
10280,Sternula saundersi,16042
10281,Sternula superciliaris,16043
10282,Steropleurus pseudolus,16047
10283,Stethophyma grossum,16055
10284,Stictonetta naevosa,16059
10285,Stigmatura bahiae,16061
10286,Stigmatura budytoides,16062
10287,Stigmatura napensis,16063
10288,Stilpnia argyrofenges,16064
10289,Stilpnia cayana,16065
10290,Stilpnia cucullata,16066
10291,Stilpnia cyanicollis,16067
10292,Stilpnia cyanoptera,16068
10293,Stilpnia heinei,16069
10294,Stilpnia larvata,16070
10295,Stilpnia nigrocincta,16072
10296,Stilpnia peruviana,16074
10297,Stilpnia preciosa,16076
10298,Stilpnia viridicollis,16077
10299,Stilpnia vitriolina,16078
10300,Stiphrornis erythrothorax,16083
10301,Stiphrornis mabirae,16084
10302,Stipiturus malachurus,16086
10303,Stipiturus mallee,16087
10304,Stipiturus ruficeps,16088
10305,Stizoptera bichenovii,16089
10306,Stomiopera flava,16092
10307,Stomiopera unicolor,16093
10308,Strepera fuliginosa,16097
10309,Strepera graculina,16098
10310,Strepera versicolor,16099
10311,Streptocitta albicollis,16101
10312,Streptopelia dusumieri,16103
10313,Streptopelia capicola,16104
10314,Streptopelia decaocto,16105
10315,Streptopelia decipiens,16106
10316,Streptopelia hypopyrrha,16107
10317,Streptopelia lugens,16108
10318,Streptopelia orientalis,16109
10319,Streptopelia reichenowi,16110
10320,Streptopelia roseogrisea,16111
10321,Streptopelia semitorquata,16113
10322,Streptopelia tranquebarica,16114
10323,Streptopelia turtur,16115
10324,Streptopelia vinacea,16116
10325,Streptoprocne biscutata,16118
10326,Streptoprocne phelpsi,16119
10327,Streptoprocne rutila,16120
10328,Streptoprocne semicollaris,16121
10329,Streptoprocne zonaris,16122
10330,Strigops habroptilus,16124
10331,Strix aluco,16126
10332,Strix mauritanica,16127
10333,Strix butleri,16128
10334,Strix chacoensis,16129
10335,Strix fulvescens,16131
10336,Strix hadorami,16132
10337,Strix hylophila,16133
10338,Strix leptogrammica,16134
10339,Strix nebulosa,16135
10340,Strix nivicolum,16136
10341,Strix occidentalis,16137
10342,Strix ocellata,16138
10343,Strix rufipes,16139
10344,Strix sartorii,16140
10345,Strix seloputo,16141
10346,Strix uralensis,16142
10347,Strix varia,16143
10348,Strix woodfordii,16144
10349,Strongylopus bonaespei,16146
10350,Strongylopus fasciatus,16147
10351,Strongylopus grayii,16148
10352,Struthidea cinerea,16150
10353,Struthio camelus,16151
10354,Sturnella lilianae,16153
10355,Sturnella magna,16154
10356,Sturnella neglecta,16155
10357,Sturnia blythii,16156
10358,Sturnia erythropygia,16157
10359,Sturnia malabarica,16158
10360,Sturnia pagodarum,16159
10361,Sturnia sinensis,16160
10362,Sturnornis albofrontatus,16163
10363,Sturnus unicolor,16164
10364,Sturnus vulgaris,16165
10365,Sublegatus arenarum,16167
10366,Sublegatus modestus,16168
10367,Sublegatus obscurior,16169
10368,Sugomel nigrum,16170
10369,Suiriri suiriri,16172
10370,Suisha coreana,16173
10371,Sula brewsteri,16175
10372,Sula dactylatra,16176
10373,Sula granti,16177
10374,Sula leucogaster,16178
10375,Sula nebouxii,16179
10376,Sula sula,16180
10377,Sula variegata,16181
10378,Sundasciurus tenuis,16187
10379,Surnia ulula,16189
10380,Surniculus dicruroides,16190
10381,Surniculus lugubris,16191
10382,Surniculus musschenbroeki,16192
10383,Surniculus velutinus,16193
10384,Sus scrofa,16196
10385,Suthora fulvifrons,16198
10386,Suthora nipalensis,16199
10387,Suthora verreauxi,16200
10388,Svercacheta siamensis,16201
10389,Svercus palmetorum,16202
10390,Swynnertonia swynnertoni,16206
10391,Sylphoides arenaria,16207
10392,Sylvia atricapilla,16208
10393,Sylvia borin,16209
10394,Sylvietta brachyura,16214
10395,Sylvietta denti,16215
10396,Sylvietta isabellina,16216
10397,Sylvietta leucophrys,16217
10398,Sylvietta rufescens,16219
10399,Sylvietta ruficapilla,16220
10400,Sylvietta virens,16221
10401,Sylvietta whytii,16222
10402,Sylviorthorhynchus desmursii,16226
10403,Sylviparus modestus,16227
10404,Syma megarhyncha,16229
10405,Syma torotoro,16230
10406,Symphalangus syndactylus,16231
10407,Symposiachrus axillaris,16235
10408,Symposiachrus barbatus,16236
10409,Symposiachrus bimaculatus,16237
10410,Symposiachrus brehmii,16239
10411,Symposiachrus browni,16240
10412,Symposiachrus guttula,16242
10413,Symposiachrus leucurus,16244
10414,Symposiachrus manadensis,16247
10415,Symposiachrus mundus,16249
10416,Symposiachrus sacerdotum,16251
10417,Symposiachrus trivirgatus,16252
10418,Symposiachrus verticalis,16253
10419,Symposiachrus vidua,16254
10420,Synallaxis albescens,16255
10421,Synallaxis albigularis,16256
10422,Synallaxis albilora,16257
10423,Synallaxis azarae,16258
10424,Synallaxis beverlyae,16259
10425,Synallaxis brachyura,16260
10426,Synallaxis cabanisi,16261
10427,Synallaxis candei,16262
10428,Synallaxis castanea,16263
10429,Synallaxis cherriei,16264
10430,Synallaxis chinchipensis,16265
10431,Synallaxis cinerascens,16266
10432,Synallaxis cinerea,16267
10433,Synallaxis cinnamomea,16268
10434,Synallaxis courseni,16269
10435,Synallaxis erythrothorax,16270
10436,Synallaxis frontalis,16271
10437,Synallaxis fuscorufa,16272
10438,Synallaxis gujanensis,16273
10439,Synallaxis hypospodia,16274
10440,Synallaxis infuscata,16275
10441,Synallaxis kollari,16276
10442,Synallaxis macconnelli,16277
10443,Synallaxis maranonica,16278
10444,Synallaxis moesta,16279
10445,Synallaxis ruficapilla,16280
10446,Synallaxis rutilans,16281
10447,Synallaxis scutata,16282
10448,Synallaxis spixi,16284
10449,Synallaxis stictothorax,16285
10450,Synallaxis subpudica,16286
10451,Synallaxis tithys,16287
10452,Synallaxis unirufa,16288
10453,Synallaxis zimmeri,16289
10454,Syndactyla dimidiata,16295
10455,Syndactyla guttulata,16296
10456,Syndactyla ruficollis,16297
10457,Syndactyla rufosuperciliata,16298
10458,Syndactyla striata,16299
10459,Syndactyla subalaris,16300
10460,Syndactyla ucayalae,16301
10461,Synoicus ypsilophorus,16305
10462,Synthliboramphus antiquus,16307
10463,Synthliboramphus craveri,16308
10464,Synthliboramphus scrippsi,16310
10465,Sypheotides indicus,16312
10466,Syrigma sibilatrix,16314
10467,Syrmaticus humiae,16316
10468,Syrmaticus mikado,16317
10469,Syrmaticus reevesii,16318
10470,Syrmaticus soemmerringii,16319
10471,Syrrhaptes paradoxus,16323
10472,Syrrhaptes tibetanus,16324
10473,Systellura decussata,16325
10474,Systellura longirostris,16326
10475,Taccocua leschenaultii,16327
10476,Tachornis phoenicobia,16331
10477,Tachornis squamata,16332
10478,Tachuris rubrigastra,16333
10479,Tachybaptus dominicus,16334
10480,Tachybaptus novaehollandiae,16335
10481,Tachybaptus pelzelnii,16336
10482,Tachybaptus ruficollis,16337
10483,Tachycineta albilinea,16339
10484,Tachycineta albiventer,16340
10485,Tachycineta bicolor,16341
10486,Tachycineta cyaneoviridis,16342
10487,Tachycineta euchrysea,16343
10488,Tachycineta leucopyga,16344
10489,Tachycineta leucorrhoa,16345
10490,Tachycineta stolzmanni,16346
10491,Tachycineta thalassina,16347
10492,Tachyeres brachypterus,16349
10493,Tachyeres leucocephalus,16350
10494,Tachyeres patachonicus,16351
10495,Tachyeres pteneres,16352
10496,Tachymarptis aequatorialis,16354
10497,Tachyphonus coronatus,16355
10498,Tachyphonus delatrii,16356
10499,Tachyphonus phoenicius,16357
10500,Tachyphonus rufus,16358
10501,Tachyphonus surinamus,16359
10502,Tadarida teniotis,16385
10503,Tadorna cana,16386
10504,Tadorna ferruginea,16387
10505,Tadorna tadorna,16388
10506,Tadorna tadornoides,16389
10507,Tadorna variegata,16390
10508,Taeniopygia guttata,16391
10509,Taeniotriccus andrei,16393
10510,Taiwanosemia hoppoensis,16395
10511,Talaphorus chlorocercus,16397
10512,Talegalla cuvieri,16398
10513,Talegalla fuscirostris,16399
10514,Talegalla jobiensis,16400
10515,Tamasa tristigma,16407
10516,Tamias striatus,16408
10517,Tamias,16409
10518,Tamiasciurus douglasii,16410
10519,Tamiasciurus fremonti,16411
10520,Tamiasciurus hudsonicus,16412
10521,Tamiops maritimus,16413
10522,Tamiops mcclellandii,16414
10523,Tangara arthus,16417
10524,Tangara brasiliensis,16418
10525,Tangara mexicana,16419
10526,Tangara callophrys,16420
10527,Tangara chilensis,16421
10528,Tangara chrysotis,16422
10529,Tangara cyanocephala,16423
10530,Tangara cyanotis,16424
10531,Tangara cyanoventris,16425
10532,Tangara desmaresti,16426
10533,Tangara dowii,16427
10534,Tangara fastuosa,16428
10535,Tangara florida,16429
10536,Tangara fucosa,16430
10537,Tangara gyrola,16431
10538,Tangara icterocephala,16432
10539,Tangara inornata,16433
10540,Tangara johannae,16434
10541,Tangara labradorides,16435
10542,Tangara lavinia,16436
10543,Tangara nigroviridis,16437
10544,Tangara parzudakii,16438
10545,Tangara rufigenis,16439
10546,Tangara schrankii,16440
10547,Tangara seledon,16441
10548,Tangara vassorii,16442
10549,Tangara velia,16443
10550,Tangara xanthocephala,16444
10551,Tanna infuscata,16446
10552,Tanna japonensis,16447
10553,Tanna ornatipennis,16449
10554,Tanna sayurie,16450
10555,Tanna sozanensis,16451
10556,Tanna taipinensis,16452
10557,Tanna viridis,16453
10558,Tanygnathus lucionensis,16457
10559,Tanygnathus megalorynchos,16458
10560,Tanygnathus sumatranus,16459
10561,Tanysiptera carolinae,16460
10562,Tanysiptera danae,16461
10563,Tanysiptera galatea,16463
10564,Tanysiptera hydrocharis,16464
10565,Tanysiptera nigriceps,16465
10566,Tanysiptera nympha,16466
10567,Tanysiptera riedelii,16467
10568,Tanysiptera sylvia,16468
10569,Taoniscus nanus,16469
10570,Tapera naevia,16470
10571,Taphrospilus hypostictus,16476
10572,Taraba major,16480
10573,Tarbinskiellus portentosus,16482
10574,Tarphonomus certhioides,16483
10575,Tarphonomus harterti,16484
10576,Tarsiger albocoeruleus,16485
10577,Tarsiger chrysaeus,16486
10578,Tarsiger cyanurus,16487
10579,Tarsiger formosanus,16488
10580,Tarsiger hyperythrus,16489
10581,Tarsiger indicus,16490
10582,Tarsiger johnstoniae,16491
10583,Tarsiger rufilatus,16492
10584,Tarsius spectrumgurskyae,16495
10585,Tartarogryllus tartarus,16497
10586,Tauraco corythaix,16500
10587,Tauraco fischeri,16502
10588,Tauraco hartlaubi,16503
10589,Tauraco leucolophus,16504
10590,Tauraco livingstonii,16505
10591,Tauraco macrorhynchus,16506
10592,Tauraco persa,16507
10593,Tauraco schalowi,16508
10594,Tauraco schuettii,16509
10595,Taurella forresti,16510
10596,Tayassu pecari,16517
10597,Tchagra australis,16518
10598,Tchagra jamesi,16519
10599,Tchagra senegalus,16520
10600,Tchagra tchagra,16521
10601,Telacanthura ussheri,16523
10602,Teledromas fuscus,16524
10603,Teleogryllus commodus,16527
10604,Teleogryllus emma,16528
10605,Teleogryllus mitratus,16530
10606,Teleogryllus occipitalis,16531
10607,Teleogryllus oceanicus,16532
10608,Telmapsalta hackeri,16535
10609,Telophorus dohertyi,16539
10610,Telophorus quadricolor,16540
10611,Telophorus viridis,16541
10612,Telophorus zeylonus,16542
10613,Temnurus temnurus,16543
10614,Tephrodornis affinis,16547
10615,Tephrodornis pondicerianus,16548
10616,Tephrodornis sylvicola,16549
10617,Tephrodornis virgatus,16550
10618,Tephrophilus wetmorei,16551
10619,Terathopius ecaudatus,16555
10620,Teratohyla midas,16556
10621,Teratohyla pulverata,16557
10622,Teratohyla spinosa,16558
10623,Terenotriccus erythrurus,16559
10624,Terenura maculata,16560
10625,Terenura sicki,16561
10626,Teretistris fernandinae,16562
10627,Teretistris fornsi,16563
10628,Terpsiphone affinis,16570
10629,Terpsiphone incei,16571
10630,Terpsiphone paradisi,16572
10631,Terpsiphone atrocaudata,16573
10632,Terpsiphone atrochalybeia,16574
10633,Terpsiphone bourbonnensis,16576
10634,Terpsiphone cinnamomea,16577
10635,Terpsiphone corvina,16578
10636,Terpsiphone cyanescens,16579
10637,Terpsiphone floris,16580
10638,Terpsiphone mutata,16581
10639,Terpsiphone rufiventer,16582
10640,Terpsiphone rufocinerea,16583
10641,Terpsiphone viridis,16585
10642,Tersina viridis,16587
10643,Tesia cyaniventer,16588
10644,Tesia everetti,16589
10645,Tesia olivea,16590
10646,Tesia superciliaris,16591
10647,Tetrao urogalloides,16602
10648,Tetrao urogallus,16603
10649,Tetraogallus altaicus,16604
10650,Tetraogallus caspius,16605
10651,Tetraogallus caucasicus,16606
10652,Tetraogallus himalayensis,16607
10653,Tetraogallus tibetanus,16608
10654,Tetraophasis obscurus,16611
10655,Tetraophasis szechenyii,16612
10656,Tetrastes bonasia,16613
10657,Tetrax tetrax,16615
10658,Tettigettalna argentata,16624
10659,Tettigettalna estrellae,16626
10660,Tettigettalna helianthemi,16627
10661,Tettigettalna josei,16628
10662,Tettigettalna mariae,16629
10663,Tettigettula pygmea,16630
10664,Tettigonia cantans,16633
10665,Tettigonia caudata,16634
10666,Tettigonia hispanica,16636
10667,Tettigonia viridissima,16640
10668,Thalassarche bulleri,16643
10669,Thalassarche cauta,16645
10670,Thalassarche chlororhynchos,16646
10671,Thalassarche melanophris,16649
10672,Thalassarche salvini,16650
10673,Thalasseus acuflavidus,16651
10674,Thalasseus albididorsalis,16652
10675,Thalasseus bengalensis,16653
10676,Thalasseus bergii,16654
10677,Thalasseus bernsteini,16655
10678,Thalasseus elegans,16656
10679,Thalasseus maximus,16657
10680,Thalasseus sandvicensis,16658
10681,Thalassornis leuconotus,16660
10682,Thalurania colombica,16661
10683,Thalurania furcata,16662
10684,Thalurania glaucopis,16663
10685,Thalurania watertonii,16664
10686,Thamnistes anabatinus,16665
10687,Thamnistes rufescens,16666
10688,Thamnolaea cinnamomeiventris,16667
10689,Thamnomanes ardesiacus,16669
10690,Thamnomanes caesius,16670
10691,Thamnomanes saturninus,16671
10692,Thamnomanes schistogynus,16672
10693,Thamnophilus aethiops,16673
10694,Thamnophilus amazonicus,16674
10695,Thamnophilus ambiguus,16675
10696,Thamnophilus aroyae,16676
10697,Thamnophilus atrinucha,16677
10698,Thamnophilus bernardi,16678
10699,Thamnophilus bridgesi,16679
10700,Thamnophilus caerulescens,16680
10701,Thamnophilus cryptoleucus,16681
10702,Thamnophilus divisorius,16682
10703,Thamnophilus doliatus,16683
10704,Thamnophilus insignis,16684
10705,Thamnophilus melanonotus,16685
10706,Thamnophilus melanothorax,16686
10707,Thamnophilus multistriatus,16687
10708,Thamnophilus murinus,16688
10709,Thamnophilus nigriceps,16689
10710,Thamnophilus nigrocinereus,16690
10711,Thamnophilus palliatus,16691
10712,Thamnophilus pelzelni,16692
10713,Thamnophilus praecox,16693
10714,Thamnophilus punctatus,16694
10715,Thamnophilus ruficapillus,16695
10716,Thamnophilus schistaceus,16696
10717,Thamnophilus stictocephalus,16697
10718,Thamnophilus sticturus,16698
10719,Thamnophilus tenuepunctatus,16699
10720,Thamnophilus torquatus,16700
10721,Thamnophilus unicolor,16701
10722,Thamnophilus zarumae,16702
10723,Thamnornis chloropetoides,16706
10724,Thaumasius baeri,16707
10725,Thaumasius taczanowskii,16708
10726,Thaumastura cora,16709
10727,Theristicus branickii,16711
10728,Theristicus melanopis,16712
10729,Theristicus caerulescens,16713
10730,Theristicus caudatus,16714
10731,Thescelocichla leucopleura,16716
10732,Thinocorus orbignyianus,16717
10733,Thinocorus rumicivorus,16718
10734,Thinornis cucullatus,16719
10735,Thinornis dubius,16720
10736,Thinornis melanops,16722
10737,Thinornis novaeseelandiae,16723
10738,Thinornis placidus,16724
10739,Thinornis tricollaris,16725
10740,Thlypopsis fulviceps,16726
10741,Thlypopsis inornata,16727
10742,Thlypopsis ornata,16728
10743,Thlypopsis pectoralis,16729
10744,Thlypopsis pyrrhocoma,16730
10745,Thlypopsis ruficeps,16731
10746,Thlypopsis sordida,16732
10747,Thlypopsis superciliaris,16733
10748,Thopha saccata,16735
10749,Thopha sessiliba,16736
10750,Thraupis abbas,16742
10751,Thraupis cyanoptera,16743
10752,Thraupis episcopus,16744
10753,Thraupis glaucocolpa,16745
10754,Thraupis ornata,16746
10755,Thraupis palmarum,16747
10756,Thraupis sayaca,16748
10757,Threnetes leucurus,16749
10758,Threnetes ruckeri,16751
10759,Threskiornis aethiopicus,16752
10760,Threskiornis melanocephalus,16753
10761,Threskiornis molucca,16754
10762,Threskiornis spinicollis,16755
10763,Thripadectes flammulatus,16757
10764,Thripadectes holostictus,16758
10765,Thripadectes ignobilis,16759
10766,Thripadectes melanorhynchus,16760
10767,Thripadectes rufobrunneus,16761
10768,Thripadectes scrutator,16762
10769,Thripadectes virgaticeps,16763
10770,Thripophaga amacurensis,16764
10771,Thripophaga berlepschi,16765
10772,Thripophaga cherriei,16766
10773,Thripophaga fusciceps,16767
10774,Thripophaga macroura,16768
10775,Thryomanes bewickii,16769
10776,Thryophilus nicefori,16770
10777,Thryophilus pleurostictus,16771
10778,Thryophilus rufalbus,16772
10779,Thryophilus sernai,16773
10780,Thryophilus sinaloa,16774
10781,Thryorchilus browni,16775
10782,Thryothorus ludovicianus,16776
10783,Tiaris olivaceus,16782
10784,Tibicina garricola,16785
10785,Tibicina haematodes,16786
10786,Tibicina steveni,16788
10787,Tibicinoides catalina,16790
10788,Tibicinoides minuta,16792
10789,Tibicinoides rubrovenosa,16794
10790,Tibicinoides striatipes,16796
10791,Tibicinoides utahensis,16798
10792,Tibicinoides vanduzeei,16799
10793,Tichodroma muraria,16800
10794,Tickellia hodgsoni,16801
10795,Tigriornis leucolopha,16802
10796,Tigrisoma lineatum,16804
10797,Tigrisoma mexicanum,16805
10798,Tilmatura dupontii,16808
10799,Timalia pileata,16809
10800,Tinamotis ingoufi,16812
10801,Tinamotis pentlandii,16813
10802,Tinamus guttatus,16814
10803,Tinamus major,16815
10804,Tinamus osgoodi,16816
10805,Tinamus solitarius,16817
10806,Tinamus tao,16818
10807,Tityra cayana,16820
10808,Tityra inquisitor,16821
10809,Tityra semifasciata,16822
10810,Tlalocohyla loquax,16824
10811,Tlalocohyla picta,16825
10812,Tlalocohyla smithii,16826
10813,Tmetothylacus tenellus,16828
10814,Tockus damarensis,16829
10815,Tockus deckeni,16830
10816,Tockus erythrorhynchus,16831
10817,Tockus flavirostris,16832
10818,Tockus jacksoni,16833
10819,Tockus kempi,16834
10820,Tockus leucomelas,16835
10821,Tockus monteiri,16836
10822,Tockus ruahae,16837
10823,Tockus rufirostris,16838
10824,Todiramphus albicilla,16839
10825,Todiramphus australasia,16841
10826,Todiramphus chloris,16842
10827,Todiramphus colonus,16844
10828,Todiramphus diops,16845
10829,Todiramphus enigma,16846
10830,Todiramphus funebris,16848
10831,Todiramphus leucopygius,16852
10832,Todiramphus macleayii,16853
10833,Todiramphus nigrocyaneus,16854
10834,Todiramphus pyrrhopygius,16856
10835,Todiramphus recurvirostris,16857
10836,Todiramphus reichenbachii,16858
10837,Todiramphus sacer,16860
10838,Todiramphus sanctus,16861
10839,Todiramphus saurophagus,16862
10840,Todiramphus sordidus,16863
10841,Todiramphus tristrami,16864
10842,Todiramphus tutus,16865
10843,Todiramphus veneratus,16866
10844,Todiramphus winchelli,16867
10845,Todirostrum chrysocrotaphum,16868
10846,Todirostrum cinereum,16869
10847,Todirostrum maculatum,16870
10848,Todirostrum nigriceps,16871
10849,Todirostrum pictum,16872
10850,Todirostrum poliocephalum,16873
10851,Todirostrum viridanum,16874
10852,Todus angustirostris,16875
10853,Todus mexicanus,16876
10854,Todus multicolor,16877
10855,Todus subulatus,16878
10856,Todus todus,16879
10857,Tolmomyias assimilis,16880
10858,Tolmomyias flavotectus,16881
10859,Tolmomyias flaviventris,16882
10860,Tolmomyias viridiceps,16883
10861,Tolmomyias poliocephalus,16884
10862,Tolmomyias sulphurescens,16885
10863,Tolmomyias traylori,16886
10864,Tomopterna adiastola,16888
10865,Tomopterna delalandii,16889
10866,Tomopterna natalensis,16891
10867,Tomopterna tandyi,16892
10868,Topaza pella,16894
10869,Topaza pyra,16895
10870,Torreornis inexpectata,16896
10871,Touit batavicus,16898
10872,Touit costaricensis,16899
10873,Touit dilectissimus,16900
10874,Touit huetii,16901
10875,Touit melanonotus,16902
10876,Touit purpuratus,16903
10877,Touit stictopterus,16904
10878,Touit surdus,16905
10879,Toxorhamphus novaeguineae,16907
10880,Toxorhamphus poliopterus,16908
10881,Toxostoma bendirei,16911
10882,Toxostoma cinereum,16912
10883,Toxostoma crissale,16913
10884,Toxostoma curvirostre,16914
10885,Toxostoma guttatum,16915
10886,Toxostoma lecontei,16916
10887,Toxostoma longirostre,16917
10888,Toxostoma ocellatum,16918
10889,Toxostoma redivivum,16919
10890,Toxostoma rufum,16920
10891,Trachycephalus hadroceps,16927
10892,Trachycephalus resinifictrix,16931
10893,Trachycephalus typhonius,16932
10894,Trachycephalus vermiculatus,16933
10895,Trachylaemus goffinii,16935
10896,Trachylaemus purpuratus,16936
10897,Trachyphonus darnaudii,16938
10898,Trachyphonus usambiro,16939
10899,Trachyphonus erythrocephalus,16940
10900,Trachyphonus margaritatus,16941
10901,Trachyphonus vaillantii,16942
10902,Trachypithecus obscurus,16948
10903,Tragopan blythii,16956
10904,Tragopan caboti,16957
10905,Tragopan melanocephalus,16958
10906,Tragopan satyra,16959
10907,Tragopan temminckii,16960
10908,Treron affinis,16969
10909,Treron apicauda,16970
10910,Treron australis,16971
10911,Treron axillaris,16972
10912,Treron bicinctus,16973
10913,Treron calvus,16974
10914,Treron capellei,16975
10915,Treron chloropterus,16976
10916,Treron curvirostra,16977
10917,Treron floris,16978
10918,Treron formosae,16979
10919,Treron fulvicollis,16980
10920,Treron griseicauda,16981
10921,Treron olax,16983
10922,Treron oxyurus,16984
10923,Treron permagnus,16986
10924,Treron phayrei,16987
10925,Treron phoenicopterus,16988
10926,Treron pompadora,16989
10927,Treron seimundi,16992
10928,Treron sieboldii,16993
10929,Treron sphenurus,16994
10930,Treron vernans,16996
10931,Treron waalia,16997
10932,Trichechus manatus,16999
10933,Trichodere cockerelli,17001
10934,Trichoglossus capistratus,17004
10935,Trichoglossus chlorolepidotus,17005
10936,Trichoglossus concinnus,17006
10937,Trichoglossus euteles,17008
10938,Trichoglossus haematodus,17011
10939,Trichoglossus moluccanus,17012
10940,Trichoglossus meyeri,17016
10941,Trichoglossus ornatus,17017
10942,Trichoglossus rubiginosus,17019
10943,Trichoglossus rubritorquis,17020
10944,Trichoglossus squamatus,17021
10945,Tricholaema diademata,17023
10946,Tricholaema frontata,17024
10947,Tricholaema hirsuta,17025
10948,Tricholaema lacrymosa,17026
10949,Tricholaema leucomelas,17027
10950,Tricholaema melanocephala,17028
10951,Tricholestes criniger,17029
10952,Trichosurus cunninghami,17031
10953,Trichosurus vulpecula,17032
10954,Trichothraupis melanops,17033
10955,Triclaria malachitacea,17034
10956,Trigonocranus emmeae,17043
10957,Trimerotropis verruculata,17046
10958,Tringa brevipes,17047
10959,Tringa erythropus,17048
10960,Tringa flavipes,17049
10961,Tringa glareola,17050
10962,Tringa guttifer,17051
10963,Tringa incana,17052
